name,pa,single,double,triple,home_run,strikeout,walk,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,r_total_caught_stealing,r_total_stolen_base,b_hit_ground,b_hit_fly,b_hit_line_drive,b_out_fly,b_out_ground,b_out_line_drive,b_out_popup,exit_velocity_avg,launch_angle_avg,barrel,barrel_batted_rate,hard_hit_percent,straightaway_percent,linedrives_percent,hp_to_1b,sprint_speed,Dir,ER,ZR,infield,outfield,Both
Heston Kjerstad,33,4,1,0,2,10,2,0.233,0.467,0.281,0.748,0,0,3,3,1,5,3,5,0,92.3,19.3,4,20,55,30,30,0,27.9,L,0,1.000,FALSE,TRUE,FALSE
Jordan Lawlar,34,4,0,0,0,11,2,0.129,0.129,0.206,0.335,1,1,3,0,1,4,8,1,3,77.8,13.9,0,0,5,45,10,4.2,30.0,R,0.0666666666666667,0.977,TRUE,FALSE,FALSE
Logan Porter,38,4,1,0,1,11,5,0.194,0.323,0.324,0.647,0,0,2,1,3,6,6,1,2,88.5,20.8,1,4.8,42.9,47.6,19,0,26.9,R,0.0128205128205128,0.988,TRUE,FALSE,FALSE
Bobby Dalbec,53,7,2,0,1,28,4,0.204,0.306,0.264,0.570,0,1,3,1,6,4,5,2,0,92.2,13.3,5,23.8,57.1,19,38.1,0,28.1,R,0.0120481927710843,0.990,TRUE,FALSE,FALSE
Sandy Leon,44,4,2,0,0,20,1,0.146,0.195,0.186,0.381,0,0,2,0,4,4,9,1,2,85.2,17.7,1,4.5,22.7,40.9,22.7,0,22.7,S,0.357142857142857,0.857,TRUE,FALSE,FALSE
Marco Luciano,45,6,3,0,0,17,6,0.231,0.308,0.333,0.641,0,1,3,0,6,3,9,1,0,93,-5.1,0,0,54.5,31.8,31.8,0,27.1,R,0.0625,0.978,TRUE,FALSE,FALSE
Tyler Fitzgerald,34,3,2,0,2,10,2,0.219,0.469,0.265,0.734,0,2,2,4,1,7,7,1,0,87.3,18.2,1,4.5,27.3,31.8,9.1,0,30.1,R,0,1.000,FALSE,FALSE,TRUE
Jasson Dominguez,33,3,1,0,4,8,2,0.258,0.677,0.303,0.980,0,1,1,3,4,3,10,2,0,89.6,-0.8,4,17.4,56.5,39.1,26.1,0,28.3,S,0,1.000,TRUE,FALSE,FALSE
David Hamilton,39,2,2,0,0,10,6,0.121,0.182,0.256,0.438,1,2,3,1,0,4,10,1,4,89,17.7,0,0,26.1,30.4,4.3,0,29.2,L,0.105263157894737,0.964,TRUE,FALSE,FALSE
Drew Millas,33,5,2,0,1,5,4,0.286,0.464,0.375,0.839,0,0,4,2,2,1,10,4,1,84.5,2,2,8.3,20.8,25,25,0,28.5,S,0.0153846153846154,0.985,TRUE,FALSE,FALSE
Taylor Trammell,56,3,0,0,3,22,9,0.130,0.326,0.286,0.612,1,0,1,2,3,6,7,0,5,91.5,26.2,4,16.7,45.8,25,12.5,0,27.1,L,0,1.000,FALSE,TRUE,FALSE
Jordyn Adams,40,5,0,0,0,16,0,0.128,0.128,0.125,0.253,2,1,3,1,1,6,9,4,0,91.8,6.2,0,0,33.3,45.8,20.8,0,29.2,R,0.0740740740740741,0.931,FALSE,TRUE,FALSE
Kyren Paris,46,4,0,0,0,17,4,0.100,0.100,0.200,0.300,0,3,2,0,2,6,12,2,0,85.6,4.5,1,4.2,33.3,50,16.7,0,29.2,R,0,1.000,FALSE,FALSE,TRUE
TJ Hopkins,44,7,0,0,0,17,2,0.171,0.171,0.227,0.398,0,1,4,1,2,3,12,1,1,88.7,-1.4,0,0,50,37.5,12.5,4.35,28.9,R,0.136363636363636,0.880,FALSE,TRUE,FALSE
Eguy Rosario,37,5,1,1,2,12,1,0.250,0.500,0.270,0.770,0,0,4,2,2,1,6,3,5,84.9,14.7,2,8.3,25,25,20.8,0,28.3,R,0.166666666666667,0.967,TRUE,FALSE,FALSE
Blake Rutherford,36,6,0,0,0,10,1,0.171,0.171,0.194,0.365,0,0,4,0,2,6,13,0,0,87.1,-0.7,0,0,20,52,8,4.52,27.2,L,0,1.000,FALSE,TRUE,FALSE
Cody Thomas,46,6,3,0,1,17,4,0.238,0.381,0.304,0.685,0,0,6,1,3,6,7,0,2,86.5,12.3,1,4,24,36,12,0,28.3,L,0,1.000,FALSE,TRUE,FALSE
Travis Blankenhorn,37,4,0,0,1,6,6,0.161,0.258,0.297,0.555,0,0,1,1,3,5,12,1,2,92.3,6.1,1,4,52,36,16,0,25.5,L,0,1.000,FALSE,TRUE,FALSE
Oneil Cruz,40,6,1,0,1,8,7,0.250,0.375,0.375,0.750,0,3,3,2,2,5,8,1,3,89.5,10.5,1,4,36,36,12,0,28.7,L,0.0909090909090909,0.968,TRUE,FALSE,FALSE
Joey Ortiz,34,6,1,0,0,9,0,0.212,0.242,0.206,0.448,0,0,4,0,3,3,11,2,1,88.2,0.1,2,8,44,36,24,0,28.1,R,0,1.000,TRUE,FALSE,FALSE
Sean Bouchard,43,6,2,0,4,14,4,0.316,0.684,0.372,1.056,1,0,4,5,3,4,7,1,1,91,7.8,5,20,44,40,16,0,27.3,R,0.0333333333333333,0.968,FALSE,TRUE,FALSE
Coco Montes,41,4,2,0,1,12,2,0.184,0.316,0.244,0.560,0,0,1,1,5,9,7,1,2,82.5,19.8,1,3.8,19.2,30.8,23.1,0,27.6,R,0.0526315789473684,0.980,TRUE,FALSE,FALSE
J.P. Martinez,44,7,1,0,1,16,2,0.225,0.325,0.250,0.575,0,0,4,1,4,6,5,2,3,86.1,20.1,1,3.8,26.9,42.3,26.9,0,28.7,L,0.125,0.950,TRUE,FALSE,FALSE
Sam Huff,45,6,2,0,3,17,2,0.256,0.512,0.289,0.801,0,0,5,3,3,3,11,1,0,90.2,5.4,4,15.4,50,15.4,15.4,0,26.2,R,0,1.000,TRUE,FALSE,FALSE
Ivan Herrera,44,9,2,0,0,11,5,0.297,0.351,0.409,0.760,0,0,7,1,3,1,7,4,3,91.3,12.2,2,7.7,61.5,26.9,26.9,0,26.7,R,0.0340909090909091,0.976,FALSE,FALSE,TRUE
Junior Caminero,36,6,1,0,1,8,2,0.235,0.353,0.278,0.631,0,0,4,1,3,4,12,0,2,85.4,-0.3,3,11.5,42.3,38.5,11.5,4.41,28.6,R,0.166666666666667,0.923,TRUE,FALSE,FALSE
Spencer Horwitz,44,7,2,0,1,12,4,0.256,0.385,0.341,0.726,0,0,5,2,3,3,12,2,0,87,1.5,2,7.4,37,33.3,18.5,0,25.1,L,0,1.000,TRUE,FALSE,FALSE
oscar Mercado,32,6,3,0,0,4,1,0.290,0.387,0.313,0.700,1,2,3,0,6,7,6,2,3,85.5,22.8,0,0,33.3,33.3,29.6,0,28.0,R,0,1.000,FALSE,TRUE,FALSE
Andre Lipcius,38,8,1,0,1,8,3,0.286,0.400,0.342,0.742,0,0,2,3,5,9,6,2,0,87.3,16.7,0,0,29.6,48.1,25.9,0,25.0,R,0.5,0.900,TRUE,FALSE,FALSE
Brett Phillips,71,7,1,0,3,36,8,0.175,0.333,0.268,0.601,1,3,3,5,3,6,8,1,1,86.7,18.2,2,7.4,29.6,22.2,14.8,0,28.1,L,0.0151515151515152,0.985,FALSE,FALSE,TRUE
Grae Kessinger,45,5,2,0,1,12,5,0.200,0.325,0.289,0.614,1,0,3,3,2,8,9,2,1,86.3,13.6,3,10.7,32.1,46.4,14.3,4.58,26.6,R,0.0285714285714286,0.984,TRUE,FALSE,FALSE
Trey Cabbage,56,7,3,0,1,26,2,0.208,0.321,0.232,0.553,1,1,5,3,3,4,11,1,1,86.7,4.6,2,7.1,32.1,39.3,14.3,0,28.4,L,0.0149253731343284,0.986,FALSE,FALSE,TRUE
Adam Haseley,39,6,2,0,0,8,3,0.222,0.278,0.282,0.560,0,1,3,0,5,6,11,2,1,87.6,8,1,3.6,39.3,39.3,25,4.33,27.9,L,0,1.000,FALSE,TRUE,FALSE
Bryce Johnson,48,5,1,0,1,15,4,0.163,0.256,0.229,0.485,0,3,3,3,1,5,13,3,1,86.3,15.6,2,6.9,24.1,31,13.8,0,28.8,S,0,1.000,FALSE,TRUE,FALSE
Andrew Stevenson,40,6,1,0,0,8,2,0.189,0.216,0.250,0.466,1,4,4,0,3,6,14,0,2,85.4,1.6,0,0,20.7,27.6,10.3,4.14,29.2,L,0.0434782608695652,0.960,FALSE,TRUE,FALSE
Tyler Heineman,47,7,1,1,0,8,8,0.237,0.316,0.383,0.699,0,1,4,1,4,3,7,6,5,82.1,21.9,0,0,26.7,33.3,33.3,0,25.7,S,0,1.000,TRUE,FALSE,FALSE
Jared Young,47,3,0,3,2,13,3,0.186,0.465,0.255,0.720,0,2,2,3,3,7,12,2,1,88.8,10.3,3,10,36.7,23.3,16.7,0,28.5,L,0.0256410256410256,0.976,TRUE,FALSE,FALSE
Kyle Lewis,54,5,2,0,1,21,3,0.157,0.255,0.204,0.459,0,0,2,1,5,10,8,1,3,89.1,23.6,2,6.7,26.7,23.3,20,0,25.8,R,0,1.000,FALSE,TRUE,FALSE
Wade Meckler,64,12,1,0,0,25,6,0.232,0.250,0.328,0.578,0,0,5,1,6,5,10,2,1,81.4,7.8,0,0,22.6,54.8,25.8,0,29.4,L,0.0294117647058824,0.971,FALSE,TRUE,FALSE
Nate Eaton,56,4,0,0,0,21,2,0.075,0.075,0.125,0.200,0,3,2,0,2,3,15,5,5,84.3,10.4,0,0,28.1,34.4,21.9,4.3,29.5,R,0.0416666666666667,0.963,FALSE,FALSE,TRUE
Jo Adell,62,5,3,1,3,25,4,0.207,0.448,0.258,0.706,0,1,5,3,4,5,11,0,5,87.3,12.6,3,9.1,39.4,39.4,12.1,0,29.0,R,0,1.000,FALSE,TRUE,FALSE
Jorge Alfaro,52,2,4,0,1,15,2,0.146,0.292,0.212,0.504,0,0,2,2,3,4,20,2,0,88.9,-6.1,2,6.1,36.4,33.3,15.2,4.45,28.5,R,0.0434782608695652,0.962,TRUE,FALSE,FALSE
Darin Ruf,57,8,3,0,0,16,8,0.224,0.286,0.333,0.619,0,0,5,2,4,8,11,3,0,94,7.5,4,12.1,51.5,54.5,21.2,0,25.2,R,0,1.000,TRUE,FALSE,FALSE
Jonny DeLuca,45,8,1,0,2,8,3,0.262,0.429,0.311,0.740,0,1,7,2,2,8,9,4,2,83.7,8.7,2,5.9,17.6,23.5,17.6,4.25,29.7,R,0.032258064516129,0.971,FALSE,TRUE,FALSE
Jake Lamb,54,8,1,0,2,15,3,0.216,0.353,0.259,0.612,0,0,4,2,5,4,11,5,4,89.1,12,2,5.6,44.4,38.9,30.6,0,25.1,L,0.0121951219512195,0.989,TRUE,FALSE,FALSE
Heliot Ramos,60,5,4,0,1,20,4,0.179,0.304,0.233,0.537,0,0,4,1,5,6,15,1,4,90.9,13.4,5,13.9,41.7,38.9,16.7,0,26.9,R,0.0476190476190476,0.957,FALSE,TRUE,FALSE
Darick Hall,56,7,1,0,1,18,2,0.167,0.241,0.196,0.437,0,0,0,1,8,5,14,4,4,92.5,14,1,2.8,38.9,22.2,33.3,0,24.0,L,0.0275229357798165,0.974,TRUE,FALSE,FALSE
Derek Hill,50,7,1,0,0,11,3,0.170,0.191,0.220,0.411,0,1,5,0,3,7,15,4,2,84.1,7,0,0,22.2,44.4,19.4,4.19,29.7,R,0.0285714285714286,0.972,FALSE,TRUE,FALSE
Tim Locastro,67,8,3,0,2,22,3,0.232,0.393,0.338,0.731,0,6,3,4,6,8,10,1,4,83.3,22.2,3,8.3,22.2,30.6,19.4,0,29.2,R,0.03125,0.971,FALSE,TRUE,FALSE
Jason Vosler,65,4,2,1,3,25,3,0.161,0.371,0.200,0.571,0,0,0,6,4,7,10,3,7,86,25.8,3,8.1,21.6,21.6,18.9,0,26.0,L,0,1.000,TRUE,FALSE,FALSE
Franmil Reyes,65,9,0,0,2,24,4,0.186,0.288,0.231,0.519,0,0,5,1,5,7,16,3,0,93,-2.1,6,16.2,43.2,40.5,21.6,4.77,26.5,R,0,1.000,FALSE,TRUE,FALSE
Tyler Wade,55,11,1,1,0,13,4,0.255,0.314,0.309,0.623,0,4,8,0,5,4,14,3,4,85.3,8.6,0,0,23.7,36.8,21.1,4.24,28.9,L,0.0625,0.983,FALSE,FALSE,TRUE
