Name,PA,1B,2B,3B,HR,BB,SO,SB,CS,Dir
Peyton Burdick,492,46,20,2,24,57,180,12,2,
Sebastian Rivero,267,36,12,1,4,14,51,0,1,
Nick Biddison,388,54,9,3,8,36,132,5,3,
Nick Dalesandro,227,36,5,2,1,22,58,19,4,
Francisco Arcia,35,4,3,0,0,2,10,0,0,
Rivaldo Avila,38,5,1,1,0,6,17,0,0,
Carlos Sanchez,149,24,3,0,1,18,21,1,1,L
Raimel Medina,68,9,3,1,1,3,11,1,1,
Luis Pelegrin,76,12,2,0,0,6,9,0,2,
Keiver Garcia,123,16,5,0,0,23,23,9,3,
Bryan Gonzalez,35,7,0,0,0,2,7,2,0,
Cal Conley,599,90,21,3,3,53,133,32,13,
Bryce Ball,394,43,23,0,9,48,112,1,1,
Jose Izarra,455,59,18,3,7,41,145,10,3,
Alexander Mojica,216,21,13,0,6,29,61,2,1,
Paxton Wallace,167,23,9,1,0,14,45,2,3,
Moises Molero,180,24,7,2,0,24,37,0,0,
Eric Yang,137,19,6,0,1,16,36,0,0,
George Feliz,137,17,6,1,2,13,54,9,6,
Toby Simmons,152,18,5,2,1,27,34,18,1,
Dasan Brown,463,66,12,3,7,41,116,26,11,R
Corey Joyce,353,39,15,3,5,53,94,10,3,
Jacob Nottingham,221,23,10,0,10,15,64,1,1,
Joe Mack,503,79,13,0,6,42,118,0,0,L
Jorge Ona,123,11,10,0,3,9,41,2,0,
Zach Britton,75,9,2,0,1,20,16,3,0,
Fabricio Valera,73,11,1,0,0,15,13,2,2,
Adrian Bello,125,15,6,2,1,12,36,0,0,
Joshua Baez,358,34,20,4,7,45,122,30,2,
Abiezel Ramirez,219,27,8,2,4,29,73,9,1,
Jhosward Camacho,169,22,4,0,3,30,35,1,2,
Jeisson Rosario,429,48,17,0,10,78,127,11,5,
Nick Decker,246,21,14,4,7,28,83,8,3,
Odalys Peguero,282,32,12,5,2,42,58,12,4,S
Natanael Eusebio,88,13,4,0,0,10,29,3,2,
Andru Arthur,91,12,3,2,0,9,15,6,1,
Daniel Gaitor,190,20,9,1,4,29,64,11,7,
Kevin Made,383,47,21,2,3,39,72,4,4,R
Ryan Higgins,298,33,16,1,6,24,87,10,6,
Elijah Green,361,45,14,2,5,52,150,31,5,R
Ricardo Genoves,287,35,13,0,6,31,79,0,1,R
Cesar Gonzalez,180,23,6,0,3,27,29,1,2,
Jose Serrano,198,25,6,4,2,23,69,2,4,
Magneuris Sierra,216,33,5,2,2,21,55,11,1,
Kleimer Lemos,216,29,5,1,7,17,56,5,8,
Clark Elliott,374,55,8,2,2,49,67,13,3,L
Jared Walsh,225,29,2,0,9,38,78,0,2,
Wladimir Chalo,52,9,1,0,0,5,16,0,0,
Ronny Rojas,186,21,6,0,8,23,62,5,0,
Darlin Moquete,317,39,9,2,10,28,59,8,4,
Nick Meyer,264,41,3,0,6,28,55,6,1,R
Jorge Mendez,60,5,4,0,1,7,1,0,0,
Wilmer Hernandez,52,9,1,0,0,4,16,0,1,
Johan Ferreira,64,7,2,0,1,14,24,7,2,
Yoiber Ruiz,209,30,3,2,0,46,41,6,2,
Avery Owusu-Asiedu,55,6,3,0,1,7,10,2,0,
Alejandro Rodriguez,28,4,1,0,0,4,4,0,0,
Junior Aybar,126,16,6,1,0,19,37,0,5,
Daury Arias,418,55,14,2,6,58,86,11,1,
Alexey Lumpuy,98,12,2,4,0,7,26,3,2,
Franmil Reyes,167,19,5,1,6,21,43,0,0,
German Ortiz,180,25,6,0,0,31,39,3,0,
Viandel Pena,419,57,16,2,0,67,88,18,7,
Luis Ravelo,444,62,15,0,6,51,126,6,6,
Richie Martin,425,51,22,2,3,49,103,29,6,
Riquelmin Cabral,262,28,16,4,4,20,76,5,1,
Kashon Conliffe,153,16,7,1,2,26,41,11,2,
Isaac Bellony,245,26,14,4,3,18,97,2,1,
Mateo Gil,415,44,21,4,12,36,105,5,2,
Miguel Ugueto,205,30,9,1,2,8,50,12,3,
Jose Chacon,116,17,3,0,1,15,22,9,1,
Kahlil Watson,347,36,13,0,14,43,93,25,3,L
Carlos Altuve,113,19,1,0,1,12,29,4,1,
Dom Johnson,388,50,13,3,5,45,116,18,5,
Jaylin Davis,318,29,13,2,14,41,95,2,2,
Roderick Flores,212,27,10,0,0,37,62,10,2,
Ambioris Tavarez,480,59,19,5,7,44,196,21,20,R
Cameron Barstad,252,27,16,1,4,25,82,1,0,
Jean Perez,158,24,5,0,3,6,39,3,5,
Elis Barreat,42,8,0,0,0,4,8,0,1,
Estuar Suero,218,29,4,2,5,28,61,9,5,S
Narciso Crook,325,33,14,2,10,40,117,11,4,
Maddux Houghton,326,37,14,4,4,45,96,24,2,
Sammy Hernandez,228,25,8,4,6,20,51,1,0,R
Kay-Lan Nicasia,342,39,13,4,6,47,105,27,7,
Victor Arias,176,18,6,1,5,31,43,16,2,
Omar Hernandez,363,51,9,1,5,41,61,26,11,
Bryson Horne,390,50,19,1,7,26,122,3,0,
Juan Zapata,61,8,2,1,0,10,13,2,3,
Nomar Diaz,57,9,0,1,1,5,16,0,0,
Danell Figueroa,65,8,2,0,1,12,19,0,1,
Caleb Pendleton,53,10,1,0,0,2,20,0,0,
Hedbert Perez,257,33,10,1,6,22,68,9,3,L
Tommy Specht,268,38,10,1,1,33,73,6,2,L
Ovandy Frias,133,18,5,1,1,13,62,13,1,
Tanner Kirwer,210,30,6,0,3,22,53,21,3,
Rayne Doncon,473,56,21,1,14,36,103,3,2,R
Carter Williams,265,39,6,0,8,15,64,6,1,
Ryan Spikes,501,64,15,6,10,51,154,28,8,
July Vittini,84,10,2,0,2,17,12,0,1,
Andres Alvarez,380,46,18,1,8,30,98,4,3,
Alec Sayre,335,48,5,2,4,55,91,13,4,
Francisco Hernandez,224,31,8,3,3,15,65,8,4,
Andrew Velazquez,167,20,6,2,3,20,52,8,1,
Juan Alonso,172,22,6,3,0,20,65,2,4,
German Guilarte,173,23,5,1,2,18,47,0,0,
Karl Ellison,88,13,4,0,0,7,25,0,0,
Madison Stokes,431,47,21,2,7,64,119,6,2,
Ben Norman,222,25,6,0,9,29,72,12,2,
Rafael Alvarez,141,13,5,0,2,32,31,5,0,
Sandy Ruiz,127,18,4,0,1,18,36,2,2,
Leiker Figueroa,176,23,7,1,1,22,42,7,3,
Abel Bastidas,245,31,13,1,2,19,59,0,0,S
Hayden Cantrelle,357,43,11,1,4,66,75,14,1,
Leonel Valera,344,47,11,4,3,24,95,9,4,
Mason Martin,387,37,12,1,18,62,133,7,5,
Rodolfo Nolasco,444,36,21,0,20,71,152,11,3,R
Patrick Mazeika,201,30,8,0,1,16,28,0,0,
Leody Taveras,17,2,0,0,1,3,4,1,0,
Ernny Ordonez,205,27,6,0,6,20,59,3,0,
Matt Pita,51,5,0,1,3,5,10,0,1,
Cesar Berbesi,220,29,7,2,1,35,78,12,3,
Luis Hernandez,54,7,2,0,0,10,18,0,0,
Ivan Gonzalez,166,26,3,1,0,21,25,2,0,
Baron Radcliff,273,30,9,0,12,35,102,2,1,
Yancel Guerrero,112,14,5,2,0,8,37,4,1,
Alexander Benua,82,11,2,1,1,8,20,3,3,
Daniel McElveny,31,4,1,0,1,1,9,1,0,
Jordan Viars,327,37,16,1,6,27,88,6,3,L
Alberto Mendez,150,17,2,0,5,31,36,6,4,
Romel Mendez,105,11,5,1,1,18,15,5,2,
Mikey Romero,144,20,5,2,0,14,25,2,3,L
Alex Acosta,17,3,0,0,0,1,6,0,0,
Jarrod Belbin,35,4,0,1,1,6,5,4,2,
Myles Naylor,139,18,3,0,6,12,55,2,0,R
Sheng-En Lin,35,5,0,1,0,6,16,2,0,
Lyle Lin,99,14,3,0,1,10,24,0,0,
Trei Cruz,538,58,21,4,14,81,127,9,6,S
Jose Mujica,319,47,7,1,6,23,58,2,5,
Cody Roberts,239,29,11,0,6,16,52,2,2,
Luis Mendez,325,46,8,3,2,45,79,11,6,
Micael Ramirez,267,38,9,0,3,29,38,2,0,
Justin Johnson,135,20,5,0,0,13,26,4,3,
Jacob Teter,371,47,15,0,7,42,92,3,0,
Jose Fermin,123,11,5,1,5,17,8,3,0,
Kevin Kendall,121,15,4,3,0,15,34,6,0,
Liam Spence,107,13,5,0,1,17,28,2,0,
Jean Joseph,108,13,5,0,1,17,29,6,5,
Elliot Soto,184,25,7,2,1,14,59,9,0,
Collin Burns,188,28,3,3,1,18,41,14,0,
Andy Atwood,182,24,10,1,0,9,49,7,0,
Maikol Escotto,343,43,14,2,8,22,92,10,5,
EJ Andrews,404,44,13,4,13,48,127,11,4,
Erik Ostberg,151,13,11,0,5,12,38,2,1,
Jackson Loftin,467,58,17,0,9,53,101,60,7,
Juan Martinez,146,17,3,2,4,24,41,1,2,
Ramon Moreno,158,16,6,2,2,32,55,14,3,
Jeron Williams,76,13,0,0,0,13,13,9,0,
Tres Barrera,245,32,7,0,7,26,49,1,1,
Ehire Adrianza,54,6,4,0,0,6,5,1,0,
Nelson Maldonado,332,35,16,1,8,43,64,1,1,
Caleb Hobson,59,8,1,1,0,10,16,6,0,
Dylan Campbell,51,7,1,1,1,3,10,3,1,R
Anthony Quirion,224,25,11,0,5,21,70,1,3,
Garrett Wolforth,210,26,11,0,4,13,68,3,0,
Marcos Cabrera,250,30,10,2,6,23,82,5,2,
Carlos Santiago,163,17,9,1,4,15,38,5,3,
Luis Suarez,174,20,5,4,2,21,51,22,2,
Adrian Placencia,540,67,15,2,10,86,157,24,11,
Tyler Osik,78,7,7,0,0,10,20,1,0,
Carlos Rodriguez,84,12,1,0,1,14,25,2,0,
Raul Leonte,79,13,0,0,1,13,22,4,1,
Xavier Casserilla,38,3,3,0,1,5,5,2,1,
Bryce Teodosio,419,55,15,1,7,36,141,16,8,
Alex McKenna,176,23,3,2,4,23,58,1,2,
Jommer Hernandez,232,30,9,0,4,21,73,2,1,
Dereck Salom,312,43,9,1,1,48,60,1,1,
Niko Hulsizer,473,43,22,1,17,70,156,7,6,
Leandro Emiliani,259,30,14,0,3,28,73,0,0,
Kelvin Diaz,178,21,4,2,2,34,49,21,4,
Jared McKenzie,420,53,19,2,6,29,116,6,6,
Carter Bins,118,15,4,0,3,9,35,1,1,
Deivis Nadal,318,30,15,2,8,48,105,33,4,
Carlos Jimenez,115,13,6,0,3,8,22,3,0,R
Max Hewitt,127,15,7,0,0,19,40,1,1,
Brandy Caraballo,68,8,2,0,1,8,28,3,3,
Chase Davis,131,16,6,0,0,25,34,3,0,L
Jacob Gonzalez,153,22,3,0,1,23,25,1,1,L
Jacob Wetzel,218,27,10,3,1,22,64,9,3,
Yeferson Tineo,90,7,2,6,0,15,22,6,0,
Cole Barr,97,6,4,0,5,15,28,7,2,
Leo Gallardo,81,12,2,0,1,8,16,0,1,
Chris Seise,358,44,20,0,4,29,122,14,2,
Yerald Nin,183,27,4,3,0,14,51,7,4,L
John Hicks,206,23,12,0,3,19,56,11,1,
Leosdany Molina,319,51,4,0,6,23,69,17,3,
Natanael Santana,129,17,2,2,2,15,50,5,1,
Izaac Pacheco,508,59,22,3,12,47,160,5,2,L
Jan Mercado,149,16,7,1,3,18,57,1,1,
Douglas Hodo,181,21,7,3,0,29,54,9,3,
Cam Cannon,182,16,11,0,8,14,32,1,0,
Juan Zabala,234,26,12,0,5,20,60,7,3,R
Omar Narvaez,24,3,1,0,0,5,5,0,0,
Kevin Newman,44,8,0,0,0,5,8,0,0,
Frainyer Chavez,291,40,7,0,5,36,69,3,6,
Miguel Lopez,41,8,0,0,0,3,10,2,0,
Carter Jensen,497,49,20,4,11,92,120,11,1,L
Carlos Colmenarez,370,46,11,1,6,55,138,10,11,L
Yaisel Ramos,132,16,4,1,3,13,42,4,1,
Ty Penner,96,12,3,0,1,16,23,0,0,
Abraham Cohen,25,2,1,0,1,5,6,1,0,
Cody Morissette,493,57,17,2,17,37,117,4,3,
Scott Kapers,273,29,14,1,5,21,56,0,0,
Narciso Polanco,180,27,2,3,1,19,35,3,3,
Justin Farmer,332,43,15,1,3,32,106,18,4,
Rolando Espinosa,331,36,16,1,5,48,121,24,10,
Phillip Sikes,476,57,18,3,9,44,146,39,7,
Jesus Baez,160,17,9,1,2,19,28,5,2,R
Cutter Coffey,428,52,16,2,6,56,100,19,7,R
Gary Sanchez,106,13,3,0,1,20,29,1,0,
Juan Carlos Negret,464,50,16,0,19,43,125,3,1,
Angel Feliz,93,12,3,1,1,9,29,1,1,
Chadwick Tromp,268,28,9,0,10,43,54,0,0,
Enderson Asencio,204,20,11,0,4,26,55,2,1,
Bradley Zimmer,319,38,9,2,8,37,119,20,6,
Pascanel Ferreras,118,16,5,0,1,9,33,3,3,
Zac Veen,201,25,7,2,2,23,43,22,2,L
Angel Trinidad,95,11,5,1,1,5,21,5,4,
Herard Gonzalez,376,49,14,4,1,41,92,7,5,
Camilo Diaz,195,20,6,2,4,41,64,7,2,R
Werner Blakely,383,44,17,3,5,46,142,22,1,L
Aroon Escobar,134,15,7,0,1,20,13,13,2,R
Jeremy Rivas,453,62,18,0,3,45,101,22,5,
Nicholas Northcut,291,32,14,0,10,15,108,0,0,
Jesus Castillo,506,68,9,2,1,102,95,39,9,
Josh VanMeter,210,23,3,1,6,49,46,2,1,
Luis Valdez,301,40,13,2,2,21,85,47,6,L
Wyatt Hendrie,318,37,11,2,7,37,88,8,2,
Brody Moore,236,31,9,2,1,27,61,12,5,
Chandler Seagle,251,35,9,1,3,13,79,4,3,
Casey Opitz,272,34,7,1,6,35,87,4,1,
Karson Simas,294,44,5,3,1,31,82,14,6,
Kekai Rios,184,25,5,0,4,14,53,0,0,
Zach Watson,208,21,9,1,8,12,56,11,0,
Adam Duvall,29,2,1,0,2,5,8,0,0,
Malcom Quintero,62,7,1,0,2,11,14,2,0,
Matt Scheffler,259,37,6,1,1,33,61,8,2,
Raul Guzman,67,6,1,0,3,16,22,2,0,
Mauricio Pierre,27,5,0,0,0,2,12,0,1,
Jeremiah Boyd,84,8,6,0,1,10,20,0,1,
Aidan Smith,84,9,2,3,1,10,24,6,1,R
Monte Harrison,296,38,12,1,5,22,123,18,6,
Stephen Paolini,241,28,8,2,3,37,91,6,2,
Eduardo Garcia,329,40,13,5,4,26,106,10,2,R
Gustavo Marquez,189,23,6,0,2,34,50,13,5,
E.J. Exposito,449,50,19,1,8,61,136,23,5,
Brice Matthews,156,16,6,0,4,25,41,18,4,R
Tucker Toman,503,57,24,3,5,63,135,7,1,S
Robert Emery,119,16,5,0,0,13,36,0,0,
Sergio Campana,100,10,4,2,0,19,31,11,1,
Jensy De Leon,92,11,3,1,1,5,19,2,0,
Reiner Herrera,92,12,4,0,0,10,26,1,0,
Wilmer Difo,336,43,10,1,5,46,69,23,9,
Simon Whiteman,242,32,8,1,2,28,52,11,1,
Eric Martinez,157,15,7,0,5,21,38,0,0,
Drake Logan,370,52,8,1,4,48,161,11,2,
Kenni Gomez,61,9,0,0,2,6,12,8,3,L
Angel Rivera,69,9,2,0,0,14,11,0,0,
Adam Retzbach,122,14,4,2,2,14,50,2,1,
Dennys Riera,218,26,10,0,3,18,44,4,1,
Alexander Ovalles,138,18,3,1,1,26,40,5,0,
Max Wright,129,16,4,0,3,13,34,0,0,
Colton Bender,171,20,5,1,3,24,47,2,0,
Juan Villavicencio,205,22,6,4,3,26,41,9,5,
Bracewell Taveras,180,21,10,0,4,7,32,2,0,
Jose Ramos,398,47,17,5,2,37,96,33,5,R
Charlie Welch,142,10,11,0,3,25,56,1,0,
Quinton Low,34,4,1,0,1,5,11,0,0,
Jose Liriano,106,9,5,0,4,16,22,1,1,
Alfonzo Martinez,177,26,4,0,0,27,46,14,1,
Sam Shaw,40,4,2,0,0,10,6,0,2,
Angel Aponte,195,24,10,0,3,12,54,10,3,
Jordany Oliver,172,28,2,1,0,20,60,11,5,
Omar De Los Santos,400,53,15,1,7,20,144,37,13,
Jackson Cluff,311,28,13,3,7,54,85,15,5,
Jancel Santana,188,25,4,2,1,26,40,6,4,
Jayce Easley,326,42,7,2,1,56,69,26,5,
Aron Estrada,81,7,3,2,1,15,11,5,0,
Omar Meregildo,71,7,3,0,3,7,24,0,0,
Andy Encarnacion,179,25,6,1,1,14,31,6,3,
Ariel Castro,189,18,7,4,4,24,63,4,5,L
Will Benson,133,9,6,2,3,32,35,11,1,
Yeison Vargas,114,16,1,2,1,12,32,5,2,
Cooper Johnson,158,17,7,0,3,22,61,4,1,
Niko Kavadas,480,38,16,0,22,98,172,2,0,
Eduardo Salazar,150,19,8,0,1,11,43,0,1,
Patrick Romeri,35,4,2,0,1,1,15,0,0,
Santiago Contreras,125,11,6,2,2,13,36,10,1,
Bryan Martinez,41,6,1,0,0,7,15,3,3,
Alexander Vargas,447,53,18,6,9,24,116,16,6,S
Moises Moreno,165,20,7,2,0,22,43,3,3,
Noelberth Romero,351,43,15,0,8,24,78,14,5,
Rafael Cruz,278,28,14,2,8,17,96,1,1,
Yan Contreras,84,10,5,0,0,7,39,6,1,
Romtres Cabrera,94,10,4,0,1,15,28,5,0,
Kramer Robertson,510,67,14,0,3,81,115,23,4,
Anyelo Encarnacion,136,14,5,2,2,19,36,6,1,
Ahbram Liendo,276,31,10,3,2,45,86,30,6,
Yadiel Hernandez,40,6,2,0,0,1,15,0,0,
Tre Fletcher,86,11,3,2,0,5,40,5,2,
Brett Rodriguez,153,18,3,0,3,29,51,15,3,
Luis Pino,100,9,5,0,2,14,31,5,0,
Axel Villaman,47,5,2,0,1,6,17,1,0,
Kemp Alderman,133,14,8,1,1,7,39,4,0,R
Adrian Santana,47,6,2,0,0,7,9,3,0,S
Jose Mena,171,26,7,0,0,8,43,0,0,
Jesus Superlano,133,16,7,2,0,8,38,6,1,
Mason Auer,511,57,18,7,11,49,184,47,11,R
John Zorrilla,104,9,5,1,2,20,39,11,1,
JoJo Blackmon,388,41,13,6,8,48,146,29,14,
Yensi Reyes,107,10,5,0,2,17,28,3,3,
Albert Alberto,110,10,6,0,1,22,32,2,1,
Geuri Lubo,105,11,7,0,0,16,28,1,2,
Omari Daniel,60,5,4,0,0,14,12,4,2,
Carter Graham,53,6,2,0,1,6,16,2,0,
Estanli Castillo,154,20,6,0,2,16,49,2,0,
Michael Perez,270,31,7,0,9,34,64,0,0,
Ryan LaMarre,108,10,6,0,3,12,33,7,1,
Austin Hendrick,516,63,17,1,14,38,185,19,5,L
Justin Rodriguez,174,24,4,0,1,25,49,7,2,
Charlie Culberson,107,17,2,0,1,5,35,3,1,
Emerson Purroy,62,7,2,0,1,13,18,1,0,
Danny Gonzalez,60,9,0,0,1,9,16,2,0,
John Peck,64,9,1,0,0,12,13,8,2,
Brad Miller,66,7,1,0,3,10,20,0,0,
Eduardo Montero,68,5,5,1,0,9,22,0,0,
Michael Reed,132,12,7,0,4,17,42,5,1,
Teudis Cortorreal,67,6,5,1,0,7,20,1,0,
Marco Marcelino,83,10,0,0,2,16,26,3,4,
Angelo Mora,73,9,3,0,0,10,12,1,0,
Matt Whatley,268,32,10,0,6,21,70,5,4,
Agustin Ruiz,423,40,14,2,18,41,134,0,2,
Shawn Ross,216,17,6,0,14,33,88,0,1,
C.J. Stubbs,374,34,17,0,14,42,133,15,5,
Brett Johnson,323,29,17,2,4,62,101,15,3,
Archer Brookman,88,9,2,1,1,21,20,0,0,
Yeral Vizcaino,81,9,2,0,2,16,31,3,2,
Adam Zebrowski,381,37,16,1,13,44,119,1,0,R
Ariel Almonte,383,47,15,1,5,42,133,4,0,
Cameron Decker,79,8,3,3,0,9,25,3,0,
Jose Cordero,188,15,8,2,4,33,51,15,4,
Darvin Cruz,181,21,8,0,0,34,41,9,3,
Gavin Cross,413,37,21,3,12,43,115,23,3,L
Keoni Cavaco,238,33,5,1,5,18,93,1,0,
AJ Lewis,276,25,12,1,6,37,73,3,3,
Edwin Amparo,99,9,6,0,0,21,18,11,5,
Christopher Vasquez,92,3,7,0,5,11,36,0,1,
Gionti Turner,273,39,7,0,2,22,76,11,3,
Saul Bautista,90,10,3,2,1,9,30,1,0,
Tanner Murphy,185,22,9,0,2,19,76,9,0,
Isaac De Leon,393,45,15,2,5,48,124,9,3,
Railin Familia,110,14,3,0,1,17,34,2,2,
Armani Smith,101,14,2,0,2,10,31,2,1,
Logan Glass,206,24,7,1,5,18,86,7,0,
Franklin Barreto,111,9,4,0,7,9,29,2,0,
Chavez Young,365,41,13,2,5,48,77,32,9,
Steele Walker,118,14,4,1,2,12,23,0,2,
Logan Tanner,258,26,15,1,2,34,65,0,0,R
Spencer Nivens,139,14,7,0,2,24,22,8,4,
Cristhian Rodriguez,264,32,8,5,2,23,88,8,2,
Michael Sandle,403,43,19,0,10,34,107,16,5,
Ryan Johnson,142,15,5,1,4,12,48,2,1,
Wilber Sanchez,316,38,12,2,2,40,75,28,9,
Wilton Lara,147,13,11,1,2,8,56,11,1,
Joe Naranjo,343,42,13,0,3,45,84,0,0,
Tyler Collins,344,45,14,1,0,38,85,33,9,L
Adrian Reyes,191,12,12,3,3,39,57,1,1,
Brock Jones,372,31,14,4,15,48,123,10,7,L
Jaden Rudd,426,48,13,3,2,71,109,21,4,
Curtis Washington,207,32,3,0,0,25,60,17,4,
Brennen Davis,293,34,12,0,5,23,73,9,3,R
Taishi Nakawake,314,45,10,0,1,25,93,6,5,
Cade Bunnell,467,46,17,1,16,62,179,7,2,
Corey Dickerson,11,1,1,0,0,1,4,0,0,
Patrick Wisdom,12,0,1,0,1,2,5,0,0,
Tim Anderson,10,1,1,0,0,0,1,0,0,
Reese McGuire,11,1,1,0,0,1,2,0,0,
Jake Burger,22,3,1,0,0,1,3,0,0,
Juan Crisp,20,2,0,0,1,5,4,0,0,
Luis Pineda,169,20,5,0,5,15,54,1,3,
Rothaikeg Seijas,52,3,3,0,2,10,14,1,1,
Mauro Bonifacio,19,2,1,0,0,3,11,0,0,
Jose Hernandez,157,15,3,1,6,25,51,3,0,
Kelvin Espino,72,6,5,0,0,16,22,1,0,
Angeudis Santos,42,5,0,0,1,11,10,1,0,
Carson Tucker,108,15,3,0,1,11,42,2,0,
Abelaldo Lopez,77,10,2,0,0,16,24,3,3,
Erubiel Fuentes,29,4,0,0,0,6,8,0,0,
Darwin Castillo,45,5,2,0,1,1,8,3,2,
Jonaiker Sandoval,79,10,2,0,2,5,30,2,0,
Jose Suarez,131,16,2,1,4,12,42,1,2,
Karim Ayubi,92,10,3,0,0,24,23,3,2,
Robert De Paula,82,11,2,0,0,8,21,7,0,
Wade Stauss,95,12,3,0,1,8,36,0,0,
Luis Freitez,117,15,2,2,0,16,32,2,0,
Mikey Perez,230,25,6,0,7,29,60,25,7,
Dervin Andrade,78,13,1,0,0,6,13,2,0,
Misael Mojica,73,8,2,1,0,17,20,0,1,
Juan Perez,92,13,2,0,1,9,31,0,0,
Anderson Nova,103,11,5,0,1,16,32,0,1,
Dilver Gomez,13,2,0,0,0,2,4,0,0,
Audie Jimenez,173,25,4,0,1,19,48,1,2,
Johan Contreras,131,14,6,0,0,25,36,1,1,
Yorfran John,110,18,1,0,1,5,12,1,3,
Matt Alifano,77,9,4,0,0,10,22,0,1,
Matt Donlan,45,5,2,0,0,7,10,0,0,
Joshuan Sandoval,23,2,1,0,1,2,10,0,0,
Logun Clark,77,9,3,0,1,6,26,2,1,
Tyler Rodriguez,97,11,1,0,2,19,14,9,4,
Graysen Tarlow,59,5,3,0,1,11,9,0,0,
Bennett Lee,90,11,1,0,0,22,11,1,0,
Garrett Martin,77,7,6,0,0,8,25,0,0,
Arjun Nimmala,40,3,1,1,0,14,8,1,0,R
Wander Frias,18,1,1,1,0,2,5,2,0,
Landon Stephens,404,31,16,0,21,53,151,2,3,
Beau Philip,264,31,9,1,4,31,91,2,2,
Jair Casanova,261,31,6,1,7,30,77,4,0,
Sebastian Espino,244,30,10,0,4,16,97,4,1,
Griffin Cheney,220,25,5,2,5,26,74,10,2,
Chris Alleyne,402,45,15,4,7,33,103,24,8,
Justin Dean,435,53,6,2,9,71,139,35,8,
Ed Howard,188,31,2,0,2,8,58,4,1,
Brandon Lewis,369,47,13,0,7,28,100,1,0,
Raudelis Martinez,208,25,6,0,2,34,28,3,1,L
Faruk De La Cruz,193,25,8,0,0,24,28,1,4,
Chase Valentine,190,23,7,2,0,21,67,2,5,
Brian Serven,162,20,5,0,5,8,51,0,0,
Edrei Campos,170,17,8,2,2,20,34,9,4,
Axel Sanchez,305,29,15,3,7,26,89,14,4,
J.C. Masson,158,20,5,0,1,24,64,1,1,
Dylan Rock,153,16,4,0,6,18,48,7,1,
Erik Stock,152,20,5,1,0,18,32,10,1,
Bryce Arnold,148,15,7,0,2,24,30,5,0,
Daniel Vellojin,280,30,12,1,4,38,63,3,0,L
Nick Dini,257,23,8,0,9,44,64,6,1,
Collin Price,223,17,13,0,6,37,55,0,1,
John Estevez,224,21,9,2,3,42,42,4,4,
Zion Bannister,200,22,8,2,2,20,73,19,4,
Diego Guzman,96,11,4,1,1,8,17,2,2,
Yosmar Gimenez,103,15,1,0,0,19,17,5,6,
Francisco Caldera,98,10,3,1,2,15,22,1,0,
Bryson Worrell,276,27,9,4,6,37,98,18,1,
Sandro Gaston,332,41,19,0,1,22,93,4,2,
Kamron Willman,90,11,3,1,0,14,28,2,2,
Johnabiell Laureano,179,22,3,0,4,31,57,1,1,
Will Holland,341,39,11,3,5,42,95,30,7,
Ynmanol Marinez,302,33,16,1,4,26,96,0,0,
J.D. Orr,171,24,2,1,0,28,41,13,4,
Josias Ramirez,166,15,8,1,3,23,54,8,1,
Enrique Valdez,71,10,2,1,0,3,36,3,0,
Julian Hernandez,85,6,4,1,2,17,30,0,1,
Jean Gutierrez,150,17,7,0,2,10,49,1,4,
Jose Castro,79,9,4,0,0,9,20,2,1,
Chris Shaw,232,18,8,0,12,37,85,1,0,
Connor Hoover,300,32,7,1,9,43,85,8,1,
Lennyn Nunez,81,9,2,1,0,11,12,4,2,
Kevin Dume,159,17,5,0,2,36,49,0,0,
Joshua Day,337,41,10,2,6,25,93,3,3,
Yerlin Confidan,264,23,17,4,3,23,70,1,3,L
Edison Mora,195,17,12,1,5,11,68,4,2,
Jose Zapata,61,9,1,0,1,3,29,0,0,
Jonatan Yan,69,7,2,0,2,9,17,3,1,
Carlos Silva,134,15,6,0,1,18,28,3,0,
Cristian Feliz,135,12,3,0,6,15,47,3,0,
Ludwing Espinoza,183,18,9,3,1,19,48,6,4,S
Adam Crampton,411,55,13,3,1,33,105,17,7,
Connor Scott,289,30,14,4,3,25,65,10,4,
Kristin Munroe,57,6,1,1,2,5,21,1,1,
Omar Romero,67,8,2,0,0,14,6,2,0,
Juan Olmos,132,11,6,0,3,23,51,0,1,
Miguel Perez,240,18,10,7,4,33,99,11,4,
Yasser Mercedes,105,10,4,1,4,6,23,6,1,R
Malvin Valdez,339,31,16,1,8,44,120,22,6,
Francisco Floyd,221,26,4,2,4,34,84,15,5,
Ty Duvall,51,6,1,0,2,3,13,0,0,
Sebastian Cadiz,109,8,3,4,3,12,30,2,0,
Adrian Gonzalez,119,12,5,1,0,19,24,2,2,
Dominic Pitelli,94,13,2,1,1,7,25,6,1,
Cam Magee,148,17,6,0,2,15,42,15,3,
Zack Short,100,7,4,0,5,18,32,1,1,
Jarren Duran,51,3,2,1,2,10,11,2,0,
Jonathan Peguero,47,5,2,0,1,6,15,0,0,
Dylan Phillips,47,7,0,0,1,6,14,0,0,
Nixon Chirinos,52,7,1,0,0,6,10,0,0,
Johan Lopez,138,15,6,1,1,18,40,4,1,
Braylon Bishop,146,16,4,2,1,24,42,10,1,
Travis Swaggerty,91,7,4,3,1,12,24,4,1,
Juan Frances,158,28,0,1,0,7,14,8,3,
Tim Locastro,85,10,1,1,2,4,18,1,1,
Misael Gonzalez,41,4,1,1,1,5,17,5,0,
Jordan Nwogu,363,39,7,1,16,27,137,15,7,
